SEEDGWAS2078id	general_identifier	number	name	bank_number	breeders_code	subtaxa_id...7	taxonomy_id	institution_id	breeder_id	plant_passport	donor_code	donor_number	acqdate	collnumb	colldate	collcode	duplsite	biologicalstatus_id	collsrc_id	location_id	created_on	updated_on	locations_id	locations_state	locations_region	locations_site_name	locations_elevation	locations_latitude	locations_longitude	countries_id	countries_country_code2	countries_country_code3	countries_country_name	subtaxa_id...35	subtaxa_subtaxa_author	subtaxa_taxonomic_identifier	taxonomies_id	taxonomies_genus	taxonomies_species	taxonomies_species_author	taxonomies_crop_name	taxonomies_ploidy	Sample ID of DNA from composite samples	Sample ID of DNA from original CMLs	Sample ID of DNA from most recent CML regenerations	Sample ID for DNA from intermediate CML regenerations	Sample ID of DNA from single plants used in GWAS	Tester GID	Tester pedigree	Testcross GID	PrimaryRace	PrimaryPurity	SecondaryRace	Pedigree	GrainType1	GrainType2	GrainType3	GrainColor1	GrainColor2	GrainColor3	PopulationType	flowering_season_start	growing_season_start	X.unlist.strsplit.pca_sample_names....n....
3354	26476	NA	26476	CIMMYTMA-BANK-016127	NA	NA	2	NA	NA	NA	NA	NA	NA	COAH83	NA	NA	NA	NA	NA	NA	2014-11-24T15:12:47Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV19110	NA	NA	NA	SEEDGWAS1137	242914	CML373/CML311	242208	TUXPEN	NA	NA	NA	Dent	NA	NA	White	Yellow	Sun red	Collection	NA	NA	SEEDGWAS1137
3360	26499	NA	26499	CIMMYTMA-BANK-016157	NA	NA	2	NA	NA	NA	NA	NA	NA	MORE130	NA	NA	NA	NA	NA	5410	2014-11-24T15:12:47Z	NA	5410	NA	NA	MAZATEPEC	952	18.71666667	-99.36666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV10787	NA	NA	NA	SEEDGWAS1654	242919	CML495/CML494	242725	TUXPEN	NA	NA	NA	Flint	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS1654
3363	26507	NA	26507	CIMMYTMA-BANK-016165	NA	NA	2	NA	NA	NA	NA	NA	NA	NAYA65	1953-01-01	NA	NA	NA	NA	2152	2014-11-24T15:12:47Z	NA	2152	NA	NA	COMPOSTELA	926	21.25	-104.8666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV10676	NA	NA	NA	SEEDGWAS4000	242914	CML373/CML311	240797	TABPER	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS4000
3365	26515	NA	26515	CIMMYTMA-BANK-016178	NA	NA	2	NA	NA	NA	NA	NA	NA	QROO27	1974-01-01	NA	NA	NA	NA	3995	2014-11-24T15:12:47Z	NA	3995	NA	NA	ISLA MUJERES	20	21.218989	-86.724004	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV10218	NA	NA	NA	SEEDGWAS986	242916	CML451/CML486	242057	DZITBA	NA	NA	NA	Flint	NA	NA	Yellow	Red	NA	Collection	NA	NA	SEEDGWAS986
3366	26516	NA	26516	CIMMYTMA-BANK-016179	NA	NA	2	NA	NA	NA	NA	NA	NA	QROO28	1974-01-01	NA	NA	NA	NA	3995	2014-11-24T15:12:47Z	NA	3995	NA	NA	ISLA MUJERES	20	21.218989	-86.724004	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV11258	NA	NA	NA	SEEDGWAS1658	242919	CML495/CML494	242729	DZITBA	NA	NA	NA	Flint	NA	NA	Yellow	Red	White	Collection	NA	NA	SEEDGWAS1658
3367	26519	NA	26519	CIMMYTMA-BANK-016185	NA	NA	2	NA	NA	NA	NA	NA	NA	SNLP52	1952-01-13	NA	NA	NA	NA	8091	2014-11-24T15:12:47Z	NA	8091	NA	CIUDAD FERNANDES	SAN JOSE DE GALLINAS	1057	22.031961	-100.21527	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV10273	NA	NA	NA	SEEDGWAS1818	242919	CML495/CML494	242889	TUXPEN	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS1818
3368	26521	NA	26521	CIMMYTMA-BANK-016186	NA	NA	2	NA	NA	NA	NA	NA	NA	SNLP66	1952-01-14	NA	NA	NA	NA	6719	2014-11-24T15:12:47Z	NA	6719	NA	RIO VERDE	PUERTO DE MARTINEZ	962	21.71083333	-99.88277778	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV16306	NA	NA	NA	SEEDGWAS1819	242919	CML495/CML494	242890	TUXPEN	NA	NA	NA	Dent	NA	NA	Red	Purple	Blue	Collection	NA	NA	SEEDGWAS1819
3369	26547	NA	26547	CIMMYTMA-BANK-016187	NA	NA	2	NA	NA	NA	NA	NA	NA	SNLP67	1952-01-14	NA	NA	NA	NA	6725	2014-11-24T15:12:47Z	NA	6725	NA	RIO VERDE	PUERTO MARTINEZ	960	21.71058	-99.883528	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV10680	NA	NA	NA	SEEDGWAS1820	242919	CML495/CML494	242891	TUXPEN	NA	NA	NA	Dent	NA	NA	Blue	Red	White	Collection	NA	NA	SEEDGWAS1820
3370	26568	NA	26568	CIMMYTMA-BANK-016188	NA	NA	2	NA	NA	NA	NA	NA	NA	SNLP69	1952-01-14	NA	NA	NA	NA	8135	2014-11-24T15:12:47Z	NA	8135	NA	RIO VERDE	SAN JOSE DEL TAPANCO	903	21.7722222	-99.9072222	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV19222	NA	NA	NA	SEEDGWAS1821	242919	CML495/CML494	242892	TUXPEN	NA	NA	NA	Dent	NA	NA	White	Blue	NA	Collection	NA	NA	SEEDGWAS1821
3371	26569	NA	26569	CIMMYTMA-BANK-016190	NA	NA	2	NA	NA	NA	NA	NA	NA	SNLP75	1952-01-14	NA	NA	NA	NA	6522	2014-11-24T15:12:47Z	NA	6522	NA	RIO VERDE	PLAZUELA	943	21.79805556	-99.9322222	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV16402	NA	NA	NA	SEEDGWAS1822	242919	CML495/CML494	242893	TUXPEN	NA	NA	NA	Dent	NA	NA	Red	NA	NA	Collection	NA	NA	SEEDGWAS1822
3372	26571	NA	26571	CIMMYTMA-BANK-016196	NA	NA	2	NA	NA	NA	NA	NA	NA	TAMA55	NA	NA	NA	NA	NA	NA	2014-11-24T15:12:47Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV16356	NA	NA	NA	SEEDGWAS1659	242913	CML269/CML264	242730	TUXPEN	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS1659
3373	26573	NA	26573	CIMMYTMA-BANK-016197	NA	NA	2	NA	NA	NA	NA	NA	NA	TAMA56	NA	NA	NA	NA	NA	NA	2014-11-24T15:12:47Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV13239	NA	NA	NA	SEEDGWAS3631	242917	CML457/CML459	240425	TAMAUL	NA	NA	NA	Dent	NA	NA	White	Yellow	Blue	Collection	NA	NA	SEEDGWAS3631
3374	26575	NA	26575	CIMMYTMA-BANK-016199	NA	NA	2	NA	NA	NA	NA	NA	NA	TAMA61	NA	NA	NA	NA	NA	NA	2014-11-24T15:12:47Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV10253	NA	NA	NA	SEEDGWAS4168	242914	CML373/CML311	240965	TAMAUL	NA	TUXPEN	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS4168
3375	26576	NA	26576	CIMMYTMA-BANK-016200	NA	NA	2	NA	NA	NA	NA	NA	NA	TAMA62	NA	NA	NA	NA	NA	3668	2014-11-24T15:12:47Z	NA	3668	NA	NA	GUEMEZ	172	23.91666667	-99	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV10281	NA	NA	NA	SEEDGWAS1823	242919	CML495/CML494	242894	TUXPEN	NA	NA	NA	Dent	NA	NA	White	Sun red	Yellow	Collection	NA	NA	SEEDGWAS1823
3377	26578	NA	26578	CIMMYTMA-BANK-016203	NA	NA	2	NA	NA	NA	NA	NA	NA	VERA115	1952-02-06	NA	NA	NA	NA	4059	2014-11-24T15:12:47Z	NA	4059	NA	NA	IXTACZOQUITLAN	1147	18.850883	-97.067537	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV10843	NA	NA	NA	SEEDGWAS2185	242913	CML269/CML264	238979	TUXPEN	NA	OLOTIL	NA	Dent	NA	NA	Blue	NA	NA	Collection	NA	NA	SEEDGWAS2185
3384	26605	NA	26605	CIMMYTMA-BANK-016755	NA	NA	2	NA	NA	NA	NA	NA	NA	PAZM01034	1987-07-19	NA	NA	NA	NA	5079	2014-11-24T15:12:47Z	NA	5079	NA	CONCEPCION	LORETO	132	-23.267981	-57.309104	600	PY	PRY	PARAGUAY	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV11853	NA	NA	NA	SEEDGWAS449	242916	CML451/CML486	241519	AVMORO	NA	NA	NA	Floury	NA	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS449
3385	26612	NA	26612	CIMMYTMA-BANK-016821	NA	NA	2	NA	NA	NA	NA	NA	NA	PAZM10026	1987-06-12	NA	NA	NA	NA	73	2014-11-24T15:12:47Z	NA	73	NA	ALTO PARANA	ACARAY 16	219	-25.557527	-54.645177	600	PY	PRY	PARAGUAY	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV7966	NA	NA	NA	SEEDGWAS3289	242919	CML495/CML494	240083	TUPIPY	NA	NA	NA	Dent	Flint	NA	Yellow	NA	NA	Collection	NA	NA	SEEDGWAS3289
3386	26615	NA	26615	CIMMYTMA-BANK-016785	NA	NA	2	NA	NA	NA	NA	NA	NA	PAZM10036	1987-06-12	NA	NA	NA	NA	1973	2014-11-24T15:12:47Z	NA	1973	NA	ALTO PARANA	COL. PTE. STROESSNER	314	-25	-54.83333333	600	PY	PRY	PARAGUAY	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25654	NA	NA	NA	SEEDGWAS3290	242919	CML495/CML494	240084	SAPEPY	NA	NA	NA	Flint	Dent	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS3290
3387	26616	NA	26616	CIMMYTMA-BANK-016799	NA	NA	2	NA	NA	NA	NA	NA	NA	PAZM10043	1987-06-12	NA	NA	NA	NA	75	2014-11-24T15:12:47Z	NA	75	NA	ALTO PARANA	ACARAY 28	219	-25.557527	-54.645177	600	PY	PRY	PARAGUAY	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25649	NA	NA	NA	SEEDGWAS3291	242919	CML495/CML494	240085	TUPIPY	NA	NA	NA	Flint	Dent	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS3291
3388	26618	NA	26618	CIMMYTMA-BANK-016747	NA	NA	2	NA	NA	NA	NA	NA	NA	PAZM10087	1987-06-22	NA	NA	NA	NA	4008	2014-11-24T15:12:47Z	NA	4008	NA	ALTO PARANA	ITAKYRY	279	-24.93333333	-55.21666667	600	PY	PRY	PARAGUAY	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV11795	NA	NA	NA	SEEDGWAS2186	242913	CML269/CML264	238980	SAPEMO	NA	NA	NA	Floury	NA	NA	Yellow	NA	NA	Collection	NA	NA	SEEDGWAS2186
3389	26622	NA	26622	CIMMYTMA-BANK-016824	NA	NA	2	NA	NA	NA	NA	NA	NA	PAZM14026	1987-06-22	NA	NA	NA	NA	9590	2014-11-24T15:12:47Z	NA	9590	NA	CANENDIYU	TRONCAL 3	320	-24.698011	-54.863553	600	PY	PRY	PARAGUAY	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25637	NA	NA	NA	SEEDGWAS3292	242913	CML269/CML264	240086	SAPEPY	NA	NA	NA	Dent	Flint	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS3292
3390	26631	NA	26631	CIMMYTMA-BANK-016825	NA	NA	2	NA	NA	NA	NA	NA	NA	PAZM14027	1987-06-22	NA	NA	NA	NA	4609	2014-11-24T15:12:47Z	NA	4609	NA	CANENDIYU	LA PALOMA	315	-24.110432	-54.610738	600	PY	PRY	PARAGUAY	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25624	NA	NA	NA	SEEDGWAS3293	242914	CML373/CML311	240087	SAPEPY	NA	NA	NA	Dent	NA	NA	Yellow	NA	NA	Collection	NA	NA	SEEDGWAS3293
3391	26650	NA	26650	CIMMYTMA-BANK-016814	NA	NA	2	NA	NA	NA	NA	NA	NA	PAZM14061	1987-04-14	NA	NA	NA	NA	1298	2014-11-24T15:12:47Z	NA	1298	NA	NA	CANENDIYU	245	-24.232884	-55.890666	600	PY	PRY	PARAGUAY	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV9743	NA	NA	NA	SEEDGWAS3294	242914	CML373/CML311	240088	TUPIPY	NA	NA	NA	Flint	Dent	NA	Yellow	NA	NA	Collection	NA	NA	SEEDGWAS3294
3392	26658	NA	26658	CIMMYTMA-BANK-016749	NA	NA	2	NA	NA	NA	NA	NA	NA	PAZM14084	1987-07-15	NA	NA	NA	NA	10015	2014-11-24T15:12:47Z	NA	10015	NA	CANENDIYU	YPE JHU	420	-23.900264	-55.407662	600	PY	PRY	PARAGUAY	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV7743	NA	NA	NA	SEEDGWAS2187	242914	CML373/CML311	238981	AVMORO	NA	NA	NA	Flint	Floury	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS2187
3399	26697	NA	26697	CIMMYTMA-BANK-016846	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZPE012	1985-11-11	NA	NA	NA	NA	1432	2014-11-24T15:12:47Z	NA	1432	NA	PERNAMBUCO	CARUARU	537	-8.283333333	-35.96666667	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV8138	NA	NA	NA	SEEDGWAS4001	242916	CML451/CML486	240798	DENTAD	NA	NA	NA	Dent	NA	NA	Yellow	NA	NA	Collection	NA	NA	SEEDGWAS4001
3402	26718	NA	26718	CIMMYTMA-BANK-016864	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZSE004	1985-10-25	NA	NA	NA	NA	6541	2014-11-24T15:12:47Z	NA	6541	NA	SERGIPE	POCO VERDE	257	-10.7	-38.18333333	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25807	NA	NA	NA	SEEDGWAS1825	242919	CML495/CML494	242896	PIPOCA	NA	NA	NA	Flint	NA	NA	Yellow	White	NA	Collection	NA	NA	SEEDGWAS1825
3403	26727	NA	26727	CIMMYTMA-BANK-016865	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZSE010	1985-10-26	NA	NA	NA	NA	6541	2014-11-24T15:12:47Z	NA	6541	NA	SERGIPE	POCO VERDE	257	-10.7	-38.18333333	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25614	NA	NA	NA	SEEDGWAS1826	242914	CML373/CML311	242897	PIPOCA	NA	NA	NA	Flint	NA	NA	Yellow	NA	NA	Collection	NA	NA	SEEDGWAS1826
3404	26732	NA	26732	CIMMYTMA-BANK-016866	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZSE013	1985-10-26	NA	NA	NA	NA	6541	2014-11-24T15:12:47Z	NA	6541	NA	SERGIPE	POCO VERDE	257	-10.7	-38.18333333	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25755	NA	NA	NA	SEEDGWAS1138	242916	CML451/CML486	242209	PIPOCA	NA	NA	NA	Flint	NA	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS1138
3405	26734	NA	26734	CIMMYTMA-BANK-016867	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZSE015	1985-10-26	NA	NA	NA	NA	6541	2014-11-24T15:12:47Z	NA	6541	NA	SERGIPE	POCO VERDE	257	-10.7	-38.18333333	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25628	NA	NA	NA	SEEDGWAS1827	242919	CML495/CML494	242898	PIPOCA	NA	NA	NA	Flint	NA	NA	Yellow	NA	NA	Collection	NA	NA	SEEDGWAS1827
3406	26735	NA	26735	CIMMYTMA-BANK-016868	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZSE021	1985-10-26	NA	NA	NA	NA	6541	2014-11-24T15:12:47Z	NA	6541	NA	SERGIPE	POCO VERDE	257	-10.7	-38.18333333	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV7796	NA	NA	NA	SEEDGWAS3632	242914	CML373/CML311	240426	DENTAD	NA	NA	NA	Dent	Flint	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS3632
3408	26751	NA	26751	CIMMYTMA-BANK-016879	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM01052	1977-01-01	NA	NA	NA	NA	775	2014-11-24T15:12:48Z	NA	775	NA	BUENOS AIRES	BARTOLOME MITRE, TODD	48	-34.024495	-60.15574	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV6990	NA	NA	NA	SEEDGWAS991	242916	CML451/CML486	242062	CRISCO	NA	NA	NA	Flint	NA	NA	Orange Yellow	NA	NA	Collection	NA	NA	SEEDGWAS991
3409	26755	NA	26755	CIMMYTMA-BANK-016884	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM01083	1977-01-01	NA	NA	NA	NA	9515	2014-11-24T15:12:48Z	NA	9515	NA	BUENOS AIRES	TORNQUIST, NUEVA ROMA	282	-38.1	-62.23333333	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV8111	NA	NA	NA	SEEDGWAS3295	242919	CML495/CML494	240089	CRISCO	NA	NA	NA	Flint	NA	NA	Orange Yellow	NA	NA	Collection	NA	NA	SEEDGWAS3295
3410	26759	NA	26759	CIMMYTMA-BANK-016889	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM04019	1980-01-01	NA	NA	NA	NA	5637	2014-11-24T15:12:48Z	NA	5637	NA	CORRIENTES	MONTE CASEROS, COLONIA LIBERTAD	84	-30.05	-57.81666667	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV7788	NA	NA	NA	SEEDGWAS451	242913	CML269/CML264	241521	AVMORO	NA	NA	NA	Floury	NA	NA	Yellow	NA	NA	Collection	NA	NA	SEEDGWAS451
3411	26761	NA	26761	CIMMYTMA-BANK-016896	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM04062	1980-01-01	NA	NA	NA	NA	2274	2014-11-24T15:12:48Z	NA	2274	NA	NA	CORRIENTES	NA	NA	NA	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV7935	NA	NA	NA	SEEDGWAS452	242913	CML269/CML264	241522	CRAMAN	NA	NA	NA	Flint	NA	NA	Orange Yellow	NA	NA	Collection	NA	NA	SEEDGWAS452
3412	26769	NA	26769	CIMMYTMA-BANK-016899	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM05021	1980-01-01	NA	NA	NA	NA	5909	2014-11-24T15:12:48Z	NA	5909	NA	MISIONES	OBERA, PICADA SAN MARTIN	113	-27.402597	-55.993256	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25593	NA	NA	NA	SEEDGWAS2193	242913	CML269/CML264	238987	PERLIT	NA	NA	NA	Flint	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2193
3413	26773	NA	26773	CIMMYTMA-BANK-016909	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM06087	1980-01-01	NA	NA	NA	NA	1575	2014-11-24T15:12:48Z	NA	1575	NA	CHACO	CHACABUCO, CHARATA	98	-27.21666667	-61.2	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV7001	NA	NA	NA	SEEDGWAS992	242916	CML451/CML486	242063	CRAMAN	NA	NA	NA	Flint	NA	NA	Orange Yellow	NA	NA	Collection	NA	NA	SEEDGWAS992
3414	26776	NA	26776	CIMMYTMA-BANK-016911	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM07107	1980-01-01	NA	NA	NA	NA	2033	2014-11-24T15:12:48Z	NA	2033	NA	FORMOSA	COLONIA EL ALBA, PIRANE	83	-25.716416	-59.110072	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV7821	NA	NA	NA	SEEDGWAS453	242913	CML269/CML264	241523	TUSON	NA	NA	NA	Dent	Flint	NA	Yellow	White	Blue	Collection	NA	NA	SEEDGWAS453
3415	26788	NA	26788	CIMMYTMA-BANK-016913	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM07134	1980-07-01	NA	NA	NA	NA	4653	2014-11-24T15:12:48Z	NA	4653	NA	FORMOSA	LA PROVIDENCIA, PATINO	120	-24.833523	-60.025025	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV18883	NA	NA	NA	SEEDGWAS993	242916	CML451/CML486	242064	CRAMAN	NA	NA	NA	Flint	NA	NA	Orange Yellow	NA	NA	Collection	NA	NA	SEEDGWAS993
3416	26793	NA	26793	CIMMYTMA-BANK-016914	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM08033	NA	NA	NA	NA	NA	5497	2014-11-24T15:12:48Z	NA	5497	NA	SALTA	METAN	837	-25.48333333	-64.95	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV7004	NA	NA	NA	SEEDGWAS4002	242914	CML373/CML311	240799	DENBLA	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS4002
3417	26795	NA	26795	CIMMYTMA-BANK-016915	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM08043	NA	NA	NA	NA	NA	5498	2014-11-24T15:12:48Z	NA	5498	NA	SALTA	METAN VIEJO, METAN	844	-25.53333333	-64.96666667	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV12889	NA	NA	NA	SEEDGWAS4003	242914	CML373/CML311	240800	DENBLA	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS4003
3418	26801	NA	26801	CIMMYTMA-BANK-016916	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM08054	NA	NA	NA	NA	NA	7586	2014-11-24T15:12:48Z	NA	7586	NA	SALTA	RIO LAS PIEDRAS, METAN	737	-25.3	-64.91666667	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV7806	NA	NA	NA	SEEDGWAS4004	242914	CML373/CML311	240801	DENBLA	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS4004
3419	26806	NA	26806	CIMMYTMA-BANK-016918	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM08087	NA	NA	NA	NA	NA	1076	2014-11-24T15:12:48Z	NA	1076	NA	SALTA	CABRA CORRAL, GUACHIPAS	969	-25.276247	-65.330116	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV7015	NA	NA	NA	SEEDGWAS5320	242916	CML451/CML486	286879	DENBLA	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS5320
3420	26809	NA	26809	CIMMYTMA-BANK-016920	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM08178	1980-01-01	NA	NA	NA	NA	9757	2014-11-24T15:12:48Z	NA	9757	NA	SALTA	VALLECITO	2209	-25.228503	-66.201176	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV7034	NA	NA	NA	SEEDGWAS2194	242913	CML269/CML264	238988	DENBLA	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS2194
3421	26813	NA	26813	CIMMYTMA-BANK-016923	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM09017	NA	NA	NA	NA	NA	6365	2014-11-24T15:12:48Z	NA	6365	NA	JUJUY	PERICO (SAN ANTONIO)	1298	-24.36666667	-65.31666667	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV7822	NA	NA	NA	SEEDGWAS4005	242919	CML495/CML494	240802	DENBLA	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS4005
3422	26814	NA	26814	CIMMYTMA-BANK-016930	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM12187	1980-06-01	NA	NA	NA	NA	376	2014-11-24T15:12:48Z	NA	376	NA	CATAMARCA	ANDALGALA	1055	-27.589584	-66.305555	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25621	NA	NA	NA	SEEDGWAS5321	242914	CML373/CML311	286880	DENBLA	NA	NA	NA	Flint	Dent	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS5321
3423	26818	NA	26818	CIMMYTMA-BANK-016933	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM12241	NA	NA	NA	NA	NA	6566	2014-11-24T15:12:48Z	NA	6566	NA	CATAMARCA	POMAN	1144	-28.4	-66.21666667	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV6931	NA	NA	NA	SEEDGWAS2195	242913	CML269/CML264	238989	DENBLA	NA	NA	NA	Dent	Flint	NA	White	Yellow	Sun red	Collection	NA	NA	SEEDGWAS2195
3424	26819	NA	26819	CIMMYTMA-BANK-016934	NA	NA	2	NA	NA	NA	NA	NA	NA	ARZM13106	1980-06-01	NA	NA	NA	NA	859	2014-11-24T15:12:48Z	NA	859	NA	LA RIOJA	BELLVISTA, GDOR. GORDILLO	510	-30.5	-66.26666667	32	AR	ARG	ARGENTINA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25594	NA	NA	NA	SEEDGWAS2196	242913	CML269/CML264	238990	DENBLA	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS2196
