SEEDGWAS2078id	general_identifier	number	name	bank_number	breeders_code	subtaxa_id...7	taxonomy_id	institution_id	breeder_id	plant_passport	donor_code	donor_number	acqdate	collnumb	colldate	collcode	duplsite	biologicalstatus_id	collsrc_id	location_id	created_on	updated_on	locations_id	locations_state	locations_region	locations_site_name	locations_elevation	locations_latitude	locations_longitude	countries_id	countries_country_code2	countries_country_code3	countries_country_name	subtaxa_id...35	subtaxa_subtaxa_author	subtaxa_taxonomic_identifier	taxonomies_id	taxonomies_genus	taxonomies_species	taxonomies_species_author	taxonomies_crop_name	taxonomies_ploidy	Sample ID of DNA from composite samples	Sample ID of DNA from original CMLs	Sample ID of DNA from most recent CML regenerations	Sample ID for DNA from intermediate CML regenerations	Sample ID of DNA from single plants used in GWAS	Tester GID	Tester pedigree	Testcross GID	PrimaryRace	PrimaryPurity	SecondaryRace	Pedigree	GrainType1	GrainType2	GrainType3	GrainColor1	GrainColor2	GrainColor3	PopulationType	flowering_season_start	growing_season_start	X.unlist.strsplit.pca_sample_names....n....
3287	26161	NA	26161	CIMMYTMA-BANK-017437	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA114	1952-01-25	NA	NA	NA	NA	9200	2014-11-24T15:12:46Z	NA	9200	NA	NA	TEJUPAN	2188	17.66666667	-97.48333333	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV11568	NA	NA	NA	SEEDGWAS2970	242917	CML457/CML459	268619	CONICO	NA	BOLITA	NA	Dent	Flint	NA	White	Yellow	Blue	Collection	NA	NA	SEEDGWAS2970
3288	26163	NA	26163	CIMMYTMA-BANK-017441	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA197A	1951-01-01	NA	NA	NA	NA	NA	2014-11-24T15:12:46Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV10892	NA	NA	NA	SEEDGWAS4163	242917	CML457/CML459	240960	BOLITA	NA	NA	NA	Dent	Floury	NA	Red	Yellow	White	Collection	NA	NA	SEEDGWAS4163
3289	26164	NA	26164	CIMMYTMA-BANK-017298	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA485	1975-12-03	NA	NA	NA	NA	7703	2014-11-24T15:12:46Z	NA	7703	NA	NA	SA JUAN SAYULTEPEC	2079	17.45	-97.28333333	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV10319	NA	NA	NA	SEEDGWAS2971	242919	CML495/CML494	268248	CELAYA	NA	BOLITA	NA	Dent	NA	NA	White	Blue	Sun red	Collection	NA	NA	SEEDGWAS2971
3290	26166	NA	26166	CIMMYTMA-BANK-017442	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA495	1976-01-07	NA	NA	NA	NA	7582	2014-11-24T15:12:46Z	NA	7582	NA	SANTIAGO YOLOMECATL	RIO GRANDE	2098	17.467088	-97.575639	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV22884	NA	NA	NA	SEEDGWAS2972	242914	CML373/CML311	268180	CHALQU	NA	BOLITA	NA	Dent	Flint	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2972
3291	26167	NA	26167	CIMMYTMA-BANK-017443	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA496	1976-01-07	NA	NA	NA	NA	10009	2014-11-24T15:12:46Z	NA	10009	NA	SANTIAGO YOLOMECATL	YODOMANO	2173	17.46666667	-97.56666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV8176	NA	NA	NA	SEEDGWAS2973	242914	CML373/CML311	268131	CHALQU	NA	BOLITA	NA	Dent	Flint	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2973
3292	26171	NA	26171	CIMMYTMA-BANK-016653	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZAL020	1985-11-07	NA	NA	NA	NA	8692	2014-11-24T15:12:46Z	NA	8692	NA	ALAGOAS	SANTANA DO IPANEMA	281	-9.366666667	-37.23333333	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	NA	NA	NA	NA	SEEDGWAS656	242919	CML495/CML494	241727	PIPOCA	NA	NA	AL 024	Flint	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS656
3293	26175	NA	26175	CIMMYTMA-BANK-016655	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZBA006	1985-10-31	NA	NA	NA	NA	5990	2014-11-24T15:12:46Z	NA	5990	NA	BAHIA	OLINDINA-FAZ.-CEDRO	153	-11.36666667	-38.35	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25370	NA	NA	NA	SEEDGWAS657	242919	CML495/CML494	241728	PIPOCA	NA	NA	NA	Flint	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS657
3294	26178	NA	26178	CIMMYTMA-BANK-016664	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZBA057	1985-11-03	NA	NA	NA	NA	3218	2014-11-24T15:12:46Z	NA	3218	NA	BAHIA	EUCLIDES DA CUNHA	490	-10.51666667	-39.01666667	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25297	NA	NA	NA	SEEDGWAS982	242916	CML451/CML486	242053	PIPOCA	NA	NA	NA	Flint	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS982
3295	26179	NA	26179	CIMMYTMA-BANK-016665	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZBA062	1985-11-04	NA	NA	NA	NA	1161	2014-11-24T15:12:46Z	NA	1161	NA	BAHIA	CALDAS DO CIPO'	209	-11.138679	-38.484207	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25386	NA	NA	NA	SEEDGWAS658	242913	CML269/CML264	241729	PIPOCA	NA	NA	NA	Flint	NA	NA	Yellow	NA	NA	Collection	NA	NA	SEEDGWAS658
3298	26185	NA	26185	CIMMYTMA-BANK-016672	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZMG098	NA	NA	NA	NA	NA	3138	2014-11-24T15:12:46Z	NA	3138	NA	MINAS GERAIS	ENTRE RIOS DE MINAS	932	-20.688323	-44.071822	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV11738	NA	NA	NA	SEEDGWAS2558	242919	CML495/CML494	239352	DENTAD	NA	NA	ROF 31	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2558
3299	26203	NA	26203	CIMMYTMA-BANK-016678	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZPA102	1979-06-20	NA	NA	NA	NA	6646	2014-11-24T15:12:46Z	NA	6646	NA	PARA	PRAINHA	22	-1.75	-53.5	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV8032	NA	NA	NA	SEEDGWAS2179	242914	CML373/CML311	238973	DENTAD	NA	NA	NA	Dent	NA	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS2179
3300	26204	NA	26204	CIMMYTMA-BANK-016679	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZPA107	1979-06-21	NA	NA	NA	NA	6646	2014-11-24T15:12:46Z	NA	6646	NA	PARA	PRAINHA	22	-1.75	-53.5	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV8137	NA	NA	NA	SEEDGWAS2180	242914	CML373/CML311	238974	CATETO	NA	NA	(104 R3)	Flint	NA	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS2180
3301	26205	NA	26205	CIMMYTMA-BANK-022820	NA	NA	2	NA	NA	NA	NA	NA	NA	AGUC36	1952-02-04	NA	NA	NA	NA	4342	2014-11-24T15:12:46Z	NA	4342	NA	CALVILLO	LA BARRANCA DE LOS PORTALES	1606	21.851035	-102.764636	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV21209	NA	NA	NA	SEEDGWAS4660	242917	CML457/CML459	275863	CELAYA	NA	CONNOR	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS4660
3305	26243	NA	26243	CIMMYTMA-BANK-022800	NA	NA	2	NA	NA	NA	NA	NA	NA	DURA212	1974-01-17	NA	NA	NA	NA	2006	2014-11-24T15:12:46Z	NA	2006	NA	CANATLAN	COLONIA AMBURGO	1933	24.52	-104.7	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV20312	NA	NA	NA	SEEDGWAS4164	242917	CML457/CML459	268857	CELAYA	NA	CONNOR	NA	Dent	NA	NA	Yellow	Orange Yellow	NA	Collection	NA	NA	SEEDGWAS4164
3306	26247	NA	26247	CIMMYTMA-BANK-022828	NA	NA	2	NA	NA	NA	NA	NA	NA	JALI339	1974-04-04	NA	NA	NA	NA	4659	2014-11-24T15:12:46Z	NA	4659	NA	ENCARNACION DE DIAZ	LA PUERTA DEL LLANO	1998	21.836255	-101.991028	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV19365	NA	NA	NA	SEEDGWAS3629	242917	CML457/CML459	276026	CONNOR	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS3629
3307	26255	NA	26255	CIMMYTMA-BANK-022863	NA	NA	2	NA	NA	NA	NA	NA	NA	MEXI30	1943-01-01	NA	NA	NA	NA	6044	2014-11-24T15:12:46Z	NA	6044	NA	NA	OZUMBA KM. 47	2360	19.046412	-98.805501	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV19307	NA	NA	NA	SEEDGWAS2974	242917	CML457/CML459	268133	CHALQU	NA	CONICO	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS2974
3308	26256	NA	26256	CIMMYTMA-BANK-022936	NA	NA	2	NA	NA	NA	NA	NA	NA	MEXI68	1944-01-01	NA	NA	NA	NA	3025	2014-11-24T15:12:46Z	NA	3025	NA	NA	EL ROSARIO	2328	19.678005	-99.266942	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV21379	NA	NA	NA	SEEDGWAS4665	268091	CML460/CML461	268568	CHALQU	NA	CONICO	NA	Dent	NA	NA	Yellow	White	NA	Collection	NA	NA	SEEDGWAS4665
3309	26259	NA	26259	CIMMYTMA-BANK-024169	NA	NA	2	NA	NA	NA	NA	NA	NA	MEXI142	1954-01-01	NA	NA	NA	NA	4153	2014-11-24T15:12:46Z	NA	4153	NA	NA	JILOTEPEC	2418	19.97	-99.52	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV6857	NA	NA	NA	SEEDGWAS2975	242912	CML244/CML349	268115	CHALQU	NA	CONICO	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS2975
3311	26262	NA	26262	CIMMYTMA-BANK-022862	NA	NA	2	NA	NA	NA	NA	NA	NA	MEXI181	1954-01-01	NA	NA	NA	NA	9384	2014-11-24T15:12:46Z	NA	9384	NA	NA	TIMILPAN	2718	19.87	-99.75	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV21687	NA	NA	NA	SEEDGWAS2182	242917	CML457/CML459	268397	PALOME	NA	NA	NA	Flint	Dent	NA	White	Sun red	NA	Collection	NA	NA	SEEDGWAS2182
3312	26265	NA	26265	CIMMYTMA-BANK-022913	NA	NA	2	NA	NA	NA	NA	NA	NA	MEXI253	1962-01-15	NA	NA	NA	NA	100	2014-11-24T15:12:46Z	NA	100	NA	NA	ACOLMAN	2259	19.622791	-98.914614	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV22891	NA	NA	NA	SEEDGWAS2976	242912	CML244/CML349	268652	PEPITI	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS2976
3313	26270	NA	26270	CIMMYTMA-BANK-024561	NA	NA	2	NA	NA	NA	NA	NA	NA	MEXI670	1972-01-01	NA	NA	NA	NA	346	2014-11-24T15:12:46Z	NA	346	NA	NA	AMECAMECA	2501	19.12	-98.75	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV11516	NA	NA	NA	SEEDGWAS2977	242917	CML457/CML459	268415	CONICO	NA	CHALQU	NA	Dent	NA	NA	Red	White	Yellow	Collection	NA	NA	SEEDGWAS2977
3314	26294	NA	26294	CIMMYTMA-BANK-022878	NA	NA	2	NA	NA	NA	NA	NA	NA	PUEB151	1952-01-21	NA	NA	NA	NA	9175	2014-11-24T15:12:47Z	NA	9175	NA	NA	TECAMACHALCO	2008	18.875466	-97.736846	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV21073	NA	NA	NA	SEEDGWAS2978	242912	CML244/CML349	268420	CONICO	NA	NA	NA	Dent	NA	NA	White	Sun red	NA	Collection	NA	NA	SEEDGWAS2978
3316	26303	NA	26303	CIMMYTMA-BANK-022952	NA	NA	2	NA	NA	NA	NA	NA	NA	VERA395	1973-01-01	NA	NA	NA	NA	4090	2014-11-24T15:12:47Z	NA	4090	NA	NA	JALACINGO	1928	19.8	-97.3	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1234	NA	NA	NA	SEEDGWAS446	242916	CML451/CML486	268805	ARROAM	NA	NA	NA	Dent	NA	NA	Yellow	White	Red	Collection	NA	NA	SEEDGWAS446
3317	26307	NA	26307	CIMMYTMA-BANK-022804	NA	NA	2	NA	NA	NA	NA	NA	NA	ZACA81	1951-01-01	NA	NA	NA	NA	NA	2014-11-24T15:12:47Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV19330	NA	NA	NA	SEEDGWAS4673	268091	CML460/CML461	268886	CONNOR	NA	NALTEL	NA	Dent	NA	NA	White	Sun red	NA	Collection	NA	NA	SEEDGWAS4673
3319	26314	NA	26314	CIMMYTMA-BANK-015922	NA	NA	2	NA	NA	NA	NA	NA	NA	VERA417	1974-01-01	NA	NA	NA	NA	1800	2014-11-24T15:12:47Z	NA	1800	NA	NA	CHOCAMAN	1348	19.017868	-97.020133	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV11469	NA	NA	NA	SEEDGWAS1135	242919	CML495/CML494	242206	TUXPEN	NA	MUSHIT	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS1135
3323	26319	NA	26319	CIMMYTMA-BANK-015942	NA	NA	2	NA	NA	NA	NA	NA	NA	DURA246	1974-01-07	NA	NA	NA	NA	8118	2014-11-24T15:12:47Z	NA	8118	NA	CUENCAME	SAN JOSE DE NAGORENO	1578	24.88333333	-103.7	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV11123	NA	NA	NA	SEEDGWAS2564	242913	CML269/CML264	268802	CHALQU	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS2564
3324	26322	NA	26322	CIMMYTMA-BANK-015943	NA	NA	2	NA	NA	NA	NA	NA	NA	DURA249	1974-01-16	NA	NA	NA	NA	5134	2014-11-24T15:12:47Z	NA	5134	NA	CANATLAN	LOS LIRIOS	1951	24.51666667	-104.7666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25435	NA	NA	NA	SEEDGWAS4165	242917	CML457/CML459	268866	CHALQU	NA	CONNOR	NA	Dent	NA	NA	White	Yellow	Sun red	Collection	NA	NA	SEEDGWAS4165
3326	26328	NA	26328	CIMMYTMA-BANK-015952	NA	NA	2	NA	NA	NA	NA	NA	NA	GUAN178	1974-04-02	NA	NA	NA	NA	6709	2014-11-24T15:12:47Z	NA	6709	NA	GUANAJUATO	PUENTECILLOS	1853	20.926311	-101.284292	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV3992	NA	NA	NA	SEEDGWAS2979	242912	CML244/CML349	268655	CONNOR	NA	ELOTCO	NA	Flint	NA	NA	Sun red	Blue	White	Collection	NA	NA	SEEDGWAS2979
3327	26330	NA	26330	CIMMYTMA-BANK-015956	NA	NA	2	NA	NA	NA	NA	NA	NA	GUAN192	1974-04-03	NA	NA	NA	NA	8110	2014-11-24T15:12:47Z	NA	8110	NA	LEON	SAN JOSE DE LOS ROMEROS	1829	21.0375	-101.4913889	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25321	NA	NA	NA	SEEDGWAS4247	242917	CML457/CML459	241044	CELAYA	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS4247
3329	26337	NA	26337	CIMMYTMA-BANK-016011	NA	NA	2	NA	NA	NA	NA	NA	NA	MICH150	1952-02-10	NA	NA	NA	NA	4485	2014-11-24T15:12:47Z	NA	4485	NA	COALCOMAN	LA GUADALUPE	1025	18.78333	-103.15	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25551	NA	NA	NA	SEEDGWAS1136	242914	CML373/CML311	242207	OLOTIL	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS1136
3330	26345	NA	26345	CIMMYTMA-BANK-016033	NA	NA	2	NA	NA	NA	NA	NA	NA	MORE71	NA	NA	NA	NA	NA	5410	2014-11-24T15:12:47Z	NA	5410	NA	NA	MAZATEPEC	952	18.71666667	-99.36666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25399	NA	NA	NA	SEEDGWAS983	242913	CML269/CML264	242054	TUXPEN	NA	ANCHO	NA	Dent	NA	NA	Yellow	White	NA	Collection	NA	NA	SEEDGWAS983
3332	26350	NA	26350	CIMMYTMA-BANK-016053	NA	NA	2	NA	NA	NA	NA	NA	NA	PUEB295	NA	NA	NA	NA	NA	9268	2014-11-24T15:12:47Z	NA	9268	NA	NA	TEPANCO DE LOPEZ	1813	18.56666667	-97.55	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV8298	NA	NA	NA	SEEDGWAS4677	242917	CML457/CML459	275864	CONICO	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS4677
3333	26351	NA	26351	CIMMYTMA-BANK-016054	NA	NA	2	NA	NA	NA	NA	NA	NA	PUEB297	NA	NA	NA	NA	NA	9193	2014-11-24T15:12:47Z	NA	9193	NA	NA	TEHUACAN	1677	18.483431	-97.427292	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25382	NA	NA	NA	SEEDGWAS2566	242919	CML495/CML494	268221	CONICO	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2566
3334	26353	NA	26353	CIMMYTMA-BANK-016059	NA	NA	2	NA	NA	NA	NA	NA	NA	PUEB767	1974-01-01	NA	NA	NA	NA	10037	2014-11-24T15:12:47Z	NA	10037	NA	NA	ZACAPOAXTLA	1837	19.86666667	-97.58333333	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25336	NA	NA	NA	SEEDGWAS2980	242913	CML269/CML264	268277	CONICO	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS2980
3335	26363	NA	26363	CIMMYTMA-BANK-016060	NA	NA	2	NA	NA	NA	NA	NA	NA	SNLP153	NA	NA	NA	NA	NA	1883	2014-11-24T15:12:47Z	NA	1883	NA	NA	CIUDAD FERNANDEZ	994	21.96666667	-100	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV16358	NA	NA	NA	SEEDGWAS5314	242914	CML373/CML311	286873	TUXPEN	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS5314
3336	26365	NA	26365	CIMMYTMA-BANK-016062	NA	NA	2	NA	NA	NA	NA	NA	NA	SNLP156	NA	NA	NA	NA	NA	1881	2014-11-24T15:12:47Z	NA	1881	NA	NA	CIUDAD DEL MAIZ	1279	22.377599	-99.620189	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV8396	NA	NA	NA	SEEDGWAS984	242916	CML451/CML486	242055	TUXPEN	NA	NA	NA	Dent	NA	NA	White	Yellow	Sun red	Collection	NA	NA	SEEDGWAS984
3337	26366	NA	26366	CIMMYTMA-BANK-016063	NA	NA	2	NA	NA	NA	NA	NA	NA	VERA440	1974-01-01	NA	NA	NA	NA	7838	2014-11-24T15:12:47Z	NA	7838	NA	NA	SAN ANDRES TENEJAPA	1550	18.78333333	-97.08333333	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV8387	NA	NA	NA	SEEDGWAS5057	242917	CML457/CML459	268276	OLOTON	NA	CONICO	NA	Dent	Flint	NA	White	Yellow	Red	Collection	NA	NA	SEEDGWAS5057
3338	26368	NA	26368	CIMMYTMA-BANK-016064	NA	NA	2	NA	NA	NA	NA	NA	NA	VERA441	1974-01-01	NA	NA	NA	NA	555	2014-11-24T15:12:47Z	NA	555	NA	NA	ATLAHUILCO	1787	18.691454	-97.091068	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV12134	NA	NA	NA	SEEDGWAS2983	242913	CML269/CML264	268223	CONICO	NA	OLOTON	NA	Dent	NA	NA	Yellow	White	Blue	Collection	NA	NA	SEEDGWAS2983
3339	26370	NA	26370	CIMMYTMA-BANK-016077	NA	NA	2	NA	NA	NA	NA	NA	NA	DURA259	1974-01-08	NA	NA	NA	NA	7843	2014-11-24T15:12:47Z	NA	7843	NA	CUENCAME	SAN ANGEL	1578	24.88333333	-103.7	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25362	NA	NA	NA	SEEDGWAS4681	242917	CML457/CML459	275865	CHALQU	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS4681
3340	26375	NA	26375	CIMMYTMA-BANK-016078	NA	NA	2	NA	NA	NA	NA	NA	NA	DURA260	1974-01-12	NA	NA	NA	NA	3111	2014-11-24T15:12:47Z	NA	3111	NA	CUENCAME	EMILIANO ZAPATA	2061	24.446054	-103.869057	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25384	NA	NA	NA	SEEDGWAS4682	268091	CML460/CML461	268973	CONNOR	NA	NA	NA	Dent	NA	NA	White	Sun red	Yellow	Collection	NA	NA	SEEDGWAS4682
3343	26386	NA	26386	CIMMYTMA-BANK-016705	NA	NA	2	NA	NA	NA	NA	NA	NA	CHZM13134	1952-04-01	NA	NA	NA	NA	1993	2014-11-24T15:12:47Z	NA	1993	NA	CHACABUCO	COLONIA	580	-33.2	-70.68333333	152	CL	CHL	CHILE	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25293	NA	NA	NA	SEEDGWAS3286	242917	CML457/CML459	240080	CURAGU	NA	NA	NA	Flint	NA	NA	Sun red	Yellow	NA	Collection	NA	NA	SEEDGWAS3286
3344	26392	NA	26392	CIMMYTMA-BANK-016706	NA	NA	2	NA	NA	NA	NA	NA	NA	CHZM13138	NA	NA	NA	NA	NA	8699	2014-11-24T15:12:47Z	NA	8699	NA	NA	SANTIAGO	NA	NA	NA	152	CL	CHL	CHILE	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV25300	NA	NA	NA	SEEDGWAS3287	242917	CML457/CML459	240081	CURAGU	NA	NA	NA	Flint	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS3287
3348	26446	NA	26446	CIMMYTMA-BANK-016108	NA	NA	2	NA	NA	NA	NA	NA	NA	CHIS305	NA	NA	NA	NA	NA	9126	2014-11-24T15:12:47Z	NA	9126	NA	NA	TAPACHULA	157	14.9	-92.25	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV19097	NA	NA	NA	SEEDGWAS1651	242914	CML373/CML311	242722	TUXPEN	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS1651
3349	26456	NA	26456	CIMMYTMA-BANK-016111	NA	NA	2	NA	NA	NA	NA	NA	NA	CHIS308	NA	NA	NA	NA	NA	NA	2014-11-24T15:12:47Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV8388	NA	NA	NA	SEEDGWAS1814	242913	CML269/CML264	242885	TUXPEN	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS1814
3350	26459	NA	26459	CIMMYTMA-BANK-016114	NA	NA	2	NA	NA	NA	NA	NA	NA	CHIS311	NA	NA	NA	NA	NA	NA	2014-11-24T15:12:47Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV10934	NA	NA	NA	SEEDGWAS1815	242914	CML373/CML311	242886	TUXPEN	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS1815
3352	26461	NA	26461	CIMMYTMA-BANK-016122	NA	NA	2	NA	NA	NA	NA	NA	NA	CHIS356	1972-01-01	NA	NA	NA	NA	3390	2014-11-24T15:12:47Z	NA	3390	NA	NA	FRONTERA COMALAPA	726	15.7	-92.1	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV10956	NA	NA	NA	SEEDGWAS1816	242914	CML373/CML311	242887	TUXPEN	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS1816
3353	26465	NA	26465	CIMMYTMA-BANK-016123	NA	NA	2	NA	NA	NA	NA	NA	NA	CHIS357	1972-01-01	NA	NA	NA	NA	3390	2014-11-24T15:12:47Z	NA	3390	NA	NA	FRONTERA COMALAPA	726	15.7	-92.1	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV11265	NA	NA	NA	SEEDGWAS5317	242914	CML373/CML311	286876	TUXPEN	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS5317
